isbn,title,author,pub,category,average_rating
0156628708,Mrs Dalloway,Virginia Woolf,Harvest Books,['Fiction'],3.6666666666666665
0752844059,The Falls (Inspector Rebus S.),Ian Rankin,Orion mass market paperback,unknown,4.0
0440208459,Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,Dell,['Fiction'],3.6666666666666665
0752848224,Resurrection Men (Inspector Rebus S.),Ian Rankin,Orion mass market paperback,unknown,4.0
0449208672,The Cater Street Hangman,Anne Perry,Fawcett Books,unknown,4.0
0380725835,Endangered Species (Anna Pigeon Mysteries (Paperback)),Nevada Barr,Avon,['Fiction'],4.0
0060199652,Prodigal Summer,Barbara Kingsolver,HarperCollins,['Fiction'],4.5
034541389X,Flesh and Blood,Jonathan Kellerman,Ballantine Books,['Fiction'],4.0
0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,Back Bay Books,unknown,4.0
0345412214,The Last Don,MARIO PUZO,Ballantine Books,['Fiction'],4.0
0451147367,"The Bachman Books: Rage, the Long Walk, Roadwork, the Running Man",Stephen King,New Amer Library,unknown,5.0
0375501371,A Widow for One Year : A Novel,JOHN IRVING,Random House,['Fiction'],2.0
0312283709,Running with Scissors,Augusten Burroughs,St. Martin's Press,unknown,4.0
0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,Regan Books,['Fiction'],4.25
0312951426,The Ice House,Minette Walters,St. Martin's Press,['Fiction'],4.5
0312953615,The Sculptress (Sculptress),Minette Walters,St. Martin's Press,['Fiction'],4.0
0671567829,The Bookman's Wake (Cliff Janeway Novels (Paperback)),John Dunning,Pocket Star,['Fiction'],5.0
0375703764,House of Leaves,Mark Z. Danielewski,Pantheon Books,['Fiction'],4.25
0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,Bantam,['Fathers and sons'],4.166666666666667
068487217X,Angelas Ashes: A Memoir,Frank McCourt,Scribner,unknown,3.0
0380804557,Stardust,Neil Gaiman,Avon,['Fiction'],3.0
0099245027,The Testament,John Grisham,Trafalgar Square,['Fiction'],2.0
0525946233,The Darwin Awards II: Unnatural Selection,Wendy Northcutt,Dutton Books,['Accidents'],4.666666666666667
0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,Bantam,['Fiction'],4.333333333333333
0064408639,"The Austere Academy (A Series of Unfortunate Events, Book 5)",Lemony Snicket,HarperCollins,['Juvenile Fiction'],3.5
0553295772,Extreme Measures,Michael Palmer,Bantam Books,unknown,3.0
0671874349,LIFE AFTER GOD : LIFE AFTER GOD,Douglas Coupland,Washington Square Press,['Fiction'],4.0
0743439775,Flight,Jan Burke,Pocket,['Fiction'],5.0
0449219410,Skin Tight,Carl Hiaasen,Fawcett Books,['Fiction'],5.0
0446609781,Beneath the Skin,Nicci French,Warner Books,unknown,4.0
0679454446,Lucky You,Carl Hiaasen,Random House Inc,['Fiction'],4.0
051512608X,The Reef,Nora Roberts,Jove Books,unknown,4.0
0312978332,Name Dropping : What If Two Very Different Women Had The Same Exact Name?,Jane Heller,St. Martin's Press,['Fiction'],5.0
0312956126,The Scold's Bridle,Minette Walters,St. Martin's Press,['Fiction'],4.0
0385334729,Her Father's House,BELVA PLAIN,Delacorte Press,['Fiction'],4.5
067088300X,The Girls' Guide to Hunting and Fishing,Melissa Bank,Viking Books,unknown,3.6666666666666665
0943233437,Random Acts of Kindness,Conari Press,Conari Press,['Kindness'],5.0
0375727345,House of Sand and Fog,Andre Dubus III,Vintage Books,unknown,4.25
0446608890,Saving Faith,David Baldacci,Warner Vision,['Fiction'],4.0
0425188787,Hunting Season (Anna Pigeon Novels (Paperback)),Nevada Barr,Berkley Publishing Group,['Fiction'],4.333333333333333
0312983298,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,St. Martin's Paperbacks,['Fiction'],3.5
0553275852,The Monkey's Raincoat,ROBERT CRAIS,Crimeline,unknown,5.0
0440201330,Five Bells and Bladebone,Martha Grimes,Dell Publishing Company,unknown,4.0
0743437640,The Mulberry Tree,Jude Deveraux,Pocket,['Fiction'],3.5
1551668912,Thursday'S At Eight,Debbie Macomber,Mira,['Fiction'],3.0
0380017601,Love Story,Erich Segal,HarperTorch,['Fiction'],5.0
042515601X,Acts of War (Tom Clancy's Op Center (Paperback)),Tom Clancy,Berkley Publishing Group,['Fiction'],4.0
0140293442,Fever Pitch,Nick Hornby,Penguin Books Ltd,['Biography & Autobiography'],5.0
0140293469,High Fidelity,Nick Hornby,Penguin Books Ltd,['Fiction'],4.0
0920668372,Love You Forever,Robert N. Munsch,Firefly Books Ltd,['Juvenile Fiction'],4.8
0375703861,White Teeth: A Novel,Zadie Smith,Vintage Books USA,['Fiction'],4.0
0451099648,Firestarter (Signet Book),Stephen King,New Amer Library,unknown,5.0
0440967694,The Outsiders,S. E. Hinton,Learning Curve,['Juvenile Fiction'],5.0
0312924585,Silence of the Lambs,Thomas Harris,St. Martin's Press,['Fiction'],4.555555555555555
0385479565,The Hot Zone,Richard Preston,Anchor,['Medical'],4.2
0312274920,Round Ireland With a Fridge,Tony Hawks,St. Martin's Press,unknown,4.0
038081658X,The Fresco,Sheri S. Tepper,Eos,unknown,4.0
0380791978,The Family Tree,Sheri S. Tepper,Eos,unknown,5.0
0345409671,"Memnoch the Devil (Vampire Chronicles, No 5)",Anne Rice,Ballantine Books,['Fiction'],4.0
0553380958,Snow Crash (Bantam Spectra Book),NEAL STEPHENSON,Bantam,['Fiction'],5.0
0553583891,Dream Island (Medieval Trilogy),Josie Litton,Bantam Books,['Fiction'],3.5
0312171838,Bachelor Brothers' Bed &amp; Breakfast,Bill Richardson,St. Martin's Griffin,['Fiction'],4.5
0425162443,The Rapture of Canaan,Sheri Reynolds,Berkley Publishing Group,['Fiction'],4.25
0373711646,"Those Christmas Angels (Harlequin Superromance, 1164)",Debbie Macomber,Harlequin,unknown,4.0
0345423291,What We Keep : A Novel (Ballantine Reader's Circle),Elizabeth Berg,Ballantine Books,['Fiction'],3.5
0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,Jove Books,unknown,4.0
0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,Jove Books,unknown,4.4
0446679364,The Future Homemakers of America,Laurie Graham,Warner Books,unknown,3.6666666666666665
0451410157,Sweet Nothings,Catherine Anderson,Onyx Books,['Fiction'],3.5
1570613818,"Book Lust: Recommended Reading for Every Mood, Moment, and Reason",Nancy Pearl,Sasquatch Books,['Literary Criticism'],3.0
0385494149,Enduring Love,Ian McEwan,Anchor Books/Doubleday,['Fiction'],4.333333333333333
0312199430,One Thousand White Women : The Journals of May Dodd: A Novel,Jim Fergus,St. Martin's Griffin,unknown,4.0
048627263X,Flatland: A Romance of Many Dimensions (Dover Thrift Editions),Edwin A. Abbott,Dover Publications,['Fiction'],4.0
0571135390,Unbearable Lightness of Being,Milan Kundera,Faber Faber Inc,unknown,4.0
0451183746,Road to Wellville,T. Coraghessan Boyle,New Amer Library (Mm),['Fiction'],5.0
038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,Perennial,['Fiction'],4.25
0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,Scribner,['Biography & Autobiography'],4.5
0060926317,Mutant Message Down Under,Marlo Morgan,Perennial,unknown,3.0
0312421273,The Corrections: A Novel,Jonathan Franzen,Picador USA,['Fiction'],3.6666666666666665
0679454454,Sick Puppy,Carl Hiaasen,Alfred A. Knopf,['Fiction'],4.0
0778320294,Mimosa Grove (Mira),Dinah McCall,Mira,['Fiction'],5.0
0380811081,Again The Magic,Lisa Kleypas,Avon,['Fiction'],5.0
0440241162,Nerd in Shining Armor,Vicki Lewis Thompson,Dell Publishing Company,['Fiction'],5.0
0786866586,Shopgirl : A Novella,Steve Martin,Hyperion Press,['Fiction'],3.5
3492045170,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,Piper,['American wit and humor'],5.0
0679722645,The Maltese Falcon (Vintage Crime/Black Lizard),DASHIELL HAMMETT,Vintage,['Fiction'],4.25
0156007754,Blindness (Harvest Book),Jose Saramago,Harvest Books,['Fiction'],5.0
031205436X,Generation X: Tales for an Accelerated Culture,Douglas Coupland,St. Martin's Press,unknown,4.0
1573226521,The Beach,Alex Garland,Riverhead Books,['Fiction'],4.666666666666667
0671027638,The Fuck Up,Arthur Nersesian,MTV,['Fiction'],4.0
0316780812,Sea Glass: A Novel,Anita Shreve,"Little, Brown",['Fiction'],4.75
0811825558,The Worst-Case Scenario Survival Handbook,Joshua Piven,Chronicle Books,['Reference'],4.0
0064407675,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,HarperCollins,['Juvenile Fiction'],4.75
0767902890,The Things They Carried,TIM O'BRIEN,Broadway,['Fiction'],3.5
0380977788,Coraline,Neil Gaiman,HarperCollins,['Juvenile Fiction'],5.0
0441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,Ace Books,unknown,4.333333333333333
8408043641,La Sombra Del Viento/The Shadow Of The Wind,Carlos Ruiz Zafon,Planeta Pub Corp,unknown,3.0
0553571818,Long After Midnight,IRIS JOHANSEN,Bantam,['Fiction'],4.0
0441790348,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,ACE Charter,['Fiction'],4.625
0553573403,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,Spectra Books,['Fiction'],3.6666666666666665
0553579908,"A Clash of Kings (A Song of Fire and Ice, Book 2)",George R. R. Martin,Spectra Books,['Fiction'],4.0
0553280147,Till We Meet Again,Judith Krantz,Bantam Books,['Fiction'],4.0
0345391055,Disclosure,Michael Crichton,Ballantine Books,unknown,4.333333333333333
0312979479,And Then There Were None : A Novel,Agatha Christie,St. Martin's Paperbacks,['Fiction'],5.0
0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,Villard Books,['Biography & Autobiography'],3.5
068480087X,POSTCARDS,Annie Proulx,Scribner,['Fiction'],5.0
0743407067,The First Time,Joy Fielding,Pocket Star,['Fiction'],4.0
0446533041,Good Grief : A Novel,Lolly Winston,Warner Books,['Fiction'],5.0
0743483014,Irish Girls About Town : An Anthology of Short Stories,Maeve Binchy,Pocket,['Fiction'],4.0
0380005239,Go Ask Alice (Avon/Flare Book),James Jennings,Avon Books,['Juvenile Nonfiction'],5.0
0399142789,Conversations with God : An Uncommon Dialogue (Book 1),Neale Donald Walsch,Putnam Publishing Group,unknown,5.0
0375406530,Waiting,Ha Jin,Pantheon Books,['Fiction'],4.0
006000438X,The Death of Vishnu: A Novel,Manil Suri,Perennial,unknown,3.0
0375412557,Death in Holy Orders (Adam Dalgliesh Mysteries (Hardcover)),P.D. JAMES,Knopf,unknown,5.0
0374129983,The Corrections,Jonathan Franzen,Farrar Straus &amp; Giroux,['Fiction'],4.0
0394561619,Love in the Time of Cholera,GABRIEL GARCIA MARQUEZ,Knopf,['Fiction'],5.0
0385318782,Talk Before Sleep,Elizabeth Berg,Dell,['Fiction'],5.0
1931561648,The Time Traveler's Wife (Today Show Book Club #15),Audrey Niffenegger,MacAdam/Cage Publishing,['Fiction'],5.0
0060517794,Little Altars Everywhere,Rebecca Wells,HarperTorch,['Fiction'],4.0
0380701340,Creed for the Third Millennium,Colleen McCullough,Avon,['Fiction'],4.0
0451146425,Lie Down With Lions,Ken Follett,New Amer Library (Mm),['Fiction'],3.0
0345300203,The Outside Man,Richard North Patterson,Ballantine Books,['FICTION'],4.0
1576737330,The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson,Multnomah,['Religion'],4.333333333333333
0590371258,Out of the Dust (Apple Signature Edition),Karen Hesse,Scholastic,unknown,5.0
0151446474,The Name of the Rose,Umberto Eco,Harcourt,['Fiction'],4.75
0670813028,It,Stephen King,Viking Books,['Fiction'],4.0
0451197410,How Stella Got Her Groove Back,Terry McMillan,Signet Book,unknown,4.0
0316601950,The Pilot's Wife : A Novel,Anita Shreve,Back Bay Books,unknown,4.25
0445406518,Crocodile on the Sandbank,Elizabeth Peters,Warner Books,unknown,5.0
0061006629,Fatherland,Robert Harris,HarperTorch,['Fiction'],4.0
0553286390,"Dragon Wing (The Death Gate Cycle, Book 1)",Margaret Weis,Bantam,['Fiction'],5.0
0345313151,Bearing an Hourglass (Incarnations of Immortality (Paperback)),Piers Anthony,Del Rey Books,['Fiction'],4.75
0345314255,Sword of Shannara,Terry Brooks,Del Rey Books,unknown,5.0
0345305183,On a Pale Horse,Piers Anthony,Ballantine Books,unknown,5.0
0061031429,The Vendetta Defense,Lisa Scottoline,HarperTorch,['Fiction'],4.0
0060977337,Downsize This! Random Threats from an Unarmed American,Michael Moore,Perennial,['Political Science'],3.5
0553380168,A Brief History of Time : The Updated and Expanded Tenth Anniversary Edition,STEPHEN HAWKING,Bantam,['Science'],5.0
0553572423,The Fist of God,Frederick Forsyth,Bantam Books,['Fiction'],4.5
0525941673,Cavedweller,Dorothy Allison,Dutton Books,['Fiction'],3.0
014027944X,Armadillo,William Boyd,Penguin Putnam~trade,unknown,5.0
0452283930,Gossip Hound,Wendy Holden,Plume Books,unknown,1.0
1573227331,About a Boy,Nick Hornby,Riverhead Books,unknown,3.0
080411918X,A Patchwork Planet,ANNE TYLER,Ballantine Books,['Fiction'],3.0
0553293176,Dangerous,Amanda Quick,Bantam,unknown,5.0
0316812471,Revolution from Within : A Book of Self-Esteem,Gloria Steinem,"Little, Brown",['Self-Help'],4.0
1551668653,Getting Rid Of Bradley,Jennifer Crusie,Mira,unknown,3.0
038079960X,The Mermaids Singing,Lisa Carey,Avon,['Fiction'],5.0
0066214122,Prey: A Novel,Michael Crichton,HarperCollins,['Fiction'],3.75
0836221192,Dilbert Fugitive From The Cubicle Police,Scott Adams,Andrews McMeel Publishing,unknown,4.0
0446604275,Primary Colors: A Novel of Politics,Anonymous,Warner Books,['Fiction'],3.0
0375502238,Blessings,ANNA QUINDLEN,Random House,['Fiction'],4.0
0440202043,Shell Seekers,Rosamunde Pilcher,Dell,unknown,4.0
0590452037,Maniac Magee,Jerry Spinelli,Scholastic Inc,unknown,3.0
0451183665,A Case of Need,Michael Crichton,Signet Book,['Abortion'],3.25
0399150897,Blow Fly: A Scarpetta Novel,Patricia Cornwell,Putnam Publishing Group,['Fiction'],4.5
0811828964,The Bad Girl's Guide to Getting What You Want,Cameron Tuttle,Chronicle Books,['Self-Help'],5.0
074322535X,Gap Creek: The Story of a Marriage,Robert Morgan,Touchstone,unknown,4.5
0399148728,Fire Ice: A Novel from the NUMA Files,Clive Cussler,Putnam Publishing Group,['FICTION'],5.0
0312264372,"Robert Ludlum's the Hades Factor (Ludlum, Robert, Covert-One Novels.)",Robert Ludlum,St. Martin's Press,['Fiction'],3.0
0684841185,Death du Jour,Kathy Reichs,Scribner,['Fiction'],4.0
0316693286,Pop Goes the Weasel,James Patterson,Replica Books,unknown,5.0
0099521016,Midnight In the Garden of Good and Evil,John Berendt,Vintage Books,unknown,4.0
0451180429,The Quiet Game,Greg Iles,Signet Book,['Fiction'],3.0
0373250126,Milkrun,Sarah Mlynowski,Harlequin,unknown,4.0
0373250193,Loose Screws (Red Dress Ink (Paperback)),Karen Templeton,Red Dress Ink,['Fiction'],3.6666666666666665
0451410947,Must Love Dogs,Claire Cook,Onyx Books,unknown,4.0
038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,Doubleday,['Fiction'],3.0
0552998001,Blackberry Wine,Joanne Harris,Black Swan,['Brewing'],4.0
0671004530,On the Street Where You Live,Mary Higgins Clark,Pocket,unknown,4.5
325722575X,Der Hahn ist tot. Roman.,Ingrid Noll,Diogenes Verlag,unknown,3.0
3442413338,"Lauf, Jane, lauf. Roman.",Joy Fielding,Goldmann,unknown,2.0
0440226414,Fortune's Hand,Belva Plain,Dell Publishing Company,unknown,3.0
0060959037,Prodigal Summer: A Novel,Barbara Kingsolver,Perennial,unknown,4.5
055327886X,Rubyfruit Jungle,Rita Mae Brown,Bantam Books,['Fiction'],4.0
0805036377,M Is for Malice (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,Henry Holt &amp; Company,unknown,4.0
0688156134,Stalker: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,William Morrow &amp; Company,['Fiction'],3.6666666666666665
014028009X,Bridget Jones's Diary,Helen Fielding,Penguin Books,['Fiction'],4.2
0425187063,Death in Paradise,Robert B. Parker,Berkley Publishing Group,['Fiction'],5.0
031286504X,I Am Legend,Richard Matheson,Orb Books,['Fiction'],4.5
0451457811,"Storm Front (The Dresden Files, Book 1)",Jim Butcher,Roc,unknown,4.666666666666667
0374525641,The Spirit Catches You and You Fall Down,Anne Fadiman,"Farrar, Straus and Giroux",unknown,5.0
0312244266,Winter Solstice,Rosamunde Pilcher,Thomas Dunne Books,['Fiction'],5.0
0446600342,Where There's Smoke,Sandra Brown,Warner Books,['Fiction'],3.0
0446356859,Sunset Embrace,Sandra Brown,Warner Books,['Fiction'],5.0
0446364150,Hidden Fires,Sandra Brown,Warner Books,['Fiction'],3.0
0446356875,Another Dawn,Sandra Brown,Warner Books,unknown,5.0
0452282829,We Were the Mulvaneys,Joyce Carol Oates,Plume,['Fiction'],4.5
034540761X,The Final Judgment,Richard North Patterson,Ballantine Books,['Fiction'],3.3333333333333335
1844261085,A Book Without Covers,John Andrew Storey,Upfront Publishing,unknown,4.0
0875420036,True Magick: A Beginner's Guide (Llewellyn's New Age Series),K. Amber,Llewellyn Publications,"['Body, Mind & Spirit']",4.0
0060929871,Brave New World,Aldous Huxley,Perennial,unknown,5.0
0393312836,A Clockwork Orange (Norton Paperback Fiction),Anthony Burgess,W. W. Norton &amp; Company,['Fiction'],5.0
0590409433,Fallen Angels,Walter Dean Myers,Scholastic Paperbacks,['Juvenile Fiction'],4.0
0515093556,Belinda,Anne Rice,Jove Books,['Fiction'],3.3333333333333335
0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,Anchor,['Fiction'],4.666666666666667
0061095540,Marrying Mom,Olivia Goldsmith,HarperTorch,['Fiction'],4.0
0679732411,Gift from the Sea,Anne Morrow Lindbergh,Pantheon Books,['Life'],5.0
0446606243,The Tenth Justice,Brad Meltzer,Warner Books,['Fiction'],4.0
0316785261,The Fig Eater : A Novel,Jody Shields,Back Bay Books,['Fiction'],5.0
0140049975,East of Eden,John Steinbeck,Penguin Books,['Fiction'],5.0
0451202856,Nothing but the Truth,John T. Lescroart,Signet Book,['Fiction'],4.5
0142001430,Year of Wonders,Geraldine Brooks,Penguin Books,unknown,4.666666666666667
0609809547,Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman,Three Rivers Press (CA),['Travel'],5.0
0312984820,Night Embrace (Dark-Hunter),Sherrilyn Kenyon,St. Martin's Paperbacks,unknown,4.5
0060549270,A Greek God at the Ladies' Club (Avon Romance),Jenna McKnight,Avon,['Fiction'],5.0
080410526X,All I Really Need to Know,ROBERT FULGHUM,Ivy Books,unknown,3.75
031242227X,Running with Scissors: A Memoir,Augusten Burroughs,Picador USA,unknown,4.666666666666667
0440241812,Shopaholic Takes Manhattan,SOPHIE KINSELLA,Dell Publishing,['Fiction'],4.0
0767914767,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,Broadway Books,['Fiction'],5.0
006093090X,The Night Listener : A Novel,Armistead Maupin,Perennial,['Fiction'],5.0
038533494X,Sometimes I Dream in Italian,Rita Ciresi,Delta,['Fiction'],4.0
0140270590,A New Song (Mitford Years (Paperback)),Jan Karon,Viking Books,['Fiction'],4.0
0440235596,Tara Road,Maeve Binchy,Dell Publishing Company,['Fiction'],4.0
0375504907,Reading Lolita in Tehran : A Memoir in Books,AZAR NAFISI,Random House,['Biography & Autobiography'],4.5
0380816555,Practical Demonkeeping,Christopher Moore,Perennial,unknown,4.0
0441627404,The Once and Future King,T. H. White,Ace Books,unknown,4.0
0553562738,Doomsday Book,Connie Willis,Spectra Books,['Fiction'],4.25
038070613X,Taliesin : Book One of the Pendragon Cycle (Pendragon Cycle),Stephen R. Lawhead,Avon,unknown,5.0
042516098X,Hornet's Nest,Patricia Daniels Cornwell,Berkley Publishing Group,['Fiction'],2.75
0446613266,Four Blind Mice,James Patterson,Warner Books,unknown,3.5
038549081X,The Handmaid's Tale : A Novel,Margaret Atwood,Anchor,unknown,4.4
